location,date,value
16,2021-03-13,1
16,2021-03-20,3
16,2021-03-27,0
16,2021-04-03,0
16,2021-04-10,6
16,2021-04-17,0
16,2021-04-24,0
16,2021-05-01,0
16,2021-05-08,0
16,2021-05-15,0
16,2021-05-22,0
16,2021-05-29,0
16,2021-06-05,1
16,2021-06-12,0
16,2021-06-19,0
16,2021-06-26,1
16,2021-07-03,0
16,2021-07-10,0
16,2021-07-17,0
16,2021-07-24,0
16,2021-07-31,0
16,2021-08-07,0
16,2021-08-14,1
16,2021-08-21,1
16,2021-08-28,0
16,2021-09-04,1
16,2021-09-11,0
16,2021-09-18,1
16,2021-09-25,0
16,2021-10-02,0
16,2021-10-09,0
16,2021-10-16,0
16,2021-10-23,0
16,2021-10-30,0
16,2021-11-06,0
16,2021-11-13,2
16,2021-11-20,3
16,2021-11-27,2
16,2021-12-04,0
16,2021-12-11,1
16,2021-12-18,2
16,2021-12-25,3
16,2022-01-01,6
16,2022-01-08,4
16,2022-01-15,3
16,2022-01-22,3
16,2022-01-29,2
16,2022-02-05,1
16,2022-02-12,1
16,2022-02-19,1
16,2022-02-26,4
16,2022-03-05,3
16,2022-03-12,15
16,2022-03-19,15
16,2022-03-26,15
16,2022-04-02,21
16,2022-04-09,17
16,2022-04-16,19
16,2022-04-23,14
16,2022-04-30,15
16,2022-05-07,15
16,2022-05-14,16
16,2022-05-21,13
16,2022-05-28,7
16,2022-06-04,11
16,2022-06-11,6
16,2022-06-18,6
16,2022-06-25,3
16,2022-07-02,3
16,2022-07-09,4
16,2022-07-16,4
16,2022-07-23,0
16,2022-07-30,1
16,2022-08-06,2
16,2022-08-13,0
16,2022-08-20,2
16,2022-08-27,1
16,2022-09-03,3
16,2022-09-10,0
16,2022-09-17,1
16,2022-09-24,3
16,2022-10-01,2
16,2022-10-08,1
16,2022-10-15,1
16,2022-10-22,1
16,2022-10-29,1
16,2022-11-05,20
16,2022-11-12,14
16,2022-11-19,60
16,2022-11-26,155
16,2022-12-03,189
16,2022-12-10,195
16,2022-12-17,284
16,2022-12-24,195
16,2022-12-31,219
17,2021-01-02,11
17,2021-01-09,19
17,2021-01-16,4
17,2021-01-23,6
17,2021-01-30,6
17,2021-02-06,13
17,2021-02-13,6
17,2021-02-20,1
17,2021-02-27,2
17,2021-03-06,2
17,2021-03-13,0
17,2021-03-20,0
17,2021-03-27,2
17,2021-04-03,17
17,2021-04-10,13
17,2021-04-17,7
17,2021-04-24,6
17,2021-05-01,3
17,2021-05-08,2
17,2021-05-15,2
17,2021-05-22,7
17,2021-05-29,2
17,2021-06-05,3
17,2021-06-12,1
17,2021-06-19,3
17,2021-06-26,5
17,2021-07-03,6
17,2021-07-10,3
17,2021-07-17,10
17,2021-07-24,6
17,2021-07-31,9
17,2021-08-07,5
17,2021-08-14,6
17,2021-08-21,5
17,2021-08-28,0
17,2021-09-04,2
17,2021-09-11,4
17,2021-09-18,1
17,2021-09-25,0
17,2021-10-02,2
17,2021-10-09,0
17,2021-10-16,6
17,2021-10-23,2
17,2021-10-30,2
17,2021-11-06,2
17,2021-11-13,5
17,2021-11-20,8
17,2021-11-27,6
17,2021-12-04,23
17,2021-12-11,25
17,2021-12-18,28
17,2021-12-25,27
17,2022-01-01,49
17,2022-01-08,26
17,2022-01-15,42
17,2022-01-22,18
17,2022-01-29,7
17,2022-02-05,16
17,2022-02-12,9
17,2022-02-19,26
17,2022-02-26,26
17,2022-03-05,21
17,2022-03-12,39
17,2022-03-19,74
17,2022-03-26,105
17,2022-04-02,100
17,2022-04-09,103
17,2022-04-16,92
17,2022-04-23,126
17,2022-04-30,99
17,2022-05-07,114
17,2022-05-14,128
17,2022-05-21,93
17,2022-05-28,49
17,2022-06-04,41
17,2022-06-11,18
17,2022-06-18,23
17,2022-06-25,18
17,2022-07-02,11
17,2022-07-09,9
17,2022-07-16,14
17,2022-07-23,3
17,2022-07-30,12
17,2022-08-06,13
17,2022-08-13,12
17,2022-08-20,14
17,2022-08-27,15
17,2022-09-03,10
17,2022-09-10,3
17,2022-09-17,5
17,2022-09-24,16
17,2022-10-01,11
17,2022-10-08,11
17,2022-10-15,31
17,2022-10-22,45
17,2022-10-29,104
17,2022-11-05,181
17,2022-11-12,276
17,2022-11-19,447
17,2022-11-26,915
17,2022-12-03,1125
17,2022-12-10,973
17,2022-12-17,760
17,2022-12-24,542
17,2022-12-31,564
18,2021-01-02,18
18,2021-01-09,6
18,2021-01-16,10
18,2021-01-23,9
18,2021-01-30,10
18,2021-02-06,11
18,2021-02-13,9
18,2021-02-20,9
18,2021-02-27,6
18,2021-03-06,3
18,2021-03-13,18
18,2021-03-20,8
18,2021-03-27,8
18,2021-04-03,56
18,2021-04-10,13
18,2021-04-17,13
18,2021-04-24,15
18,2021-05-01,8
18,2021-05-08,2
18,2021-05-15,4
18,2021-05-22,9
18,2021-05-29,2
18,2021-06-05,9
18,2021-06-12,5
18,2021-06-19,2
18,2021-06-26,13
18,2021-07-03,3
18,2021-07-10,8
18,2021-07-17,11
18,2021-07-24,10
18,2021-07-31,29
18,2021-08-07,30
18,2021-08-14,26
18,2021-08-21,33
18,2021-08-28,21
18,2021-09-04,21
18,2021-09-11,12
18,2021-09-18,14
18,2021-09-25,25
18,2021-10-02,12
18,2021-10-09,12
18,2021-10-16,11
18,2021-10-23,7
18,2021-10-30,19
18,2021-11-06,15
18,2021-11-13,9
18,2021-11-20,18
18,2021-11-27,18
18,2021-12-04,33
18,2021-12-11,37
18,2021-12-18,49
18,2021-12-25,121
18,2022-01-01,96
18,2022-01-08,60
18,2022-01-15,46
18,2022-01-22,28
18,2022-01-29,33
18,2022-02-05,36
18,2022-02-12,34
18,2022-02-19,61
18,2022-02-26,42
18,2022-03-05,72
18,2022-03-12,106
18,2022-03-19,124
18,2022-03-26,125
18,2022-04-02,113
18,2022-04-09,117
18,2022-04-16,81
18,2022-04-23,66
18,2022-04-30,73
18,2022-05-07,47
18,2022-05-14,42
18,2022-05-21,44
18,2022-05-28,33
18,2022-06-04,25
18,2022-06-11,13
18,2022-06-18,23
18,2022-06-25,21
18,2022-07-02,17
18,2022-07-09,12
18,2022-07-16,11
18,2022-07-23,7
18,2022-07-30,18
18,2022-08-06,11
18,2022-08-13,7
18,2022-08-20,10
18,2022-08-27,15
18,2022-09-03,22
18,2022-09-10,27
18,2022-09-17,26
18,2022-09-24,34
18,2022-10-01,33
18,2022-10-08,51
18,2022-10-15,57
18,2022-10-22,72
18,2022-10-29,102
18,2022-11-05,149
18,2022-11-12,141
18,2022-11-19,264
18,2022-11-26,505
18,2022-12-03,826
18,2022-12-10,851
18,2022-12-17,684
18,2022-12-24,594
18,2022-12-31,570
19,2021-01-02,5
19,2021-01-09,3
19,2021-01-16,6
19,2021-01-23,1
19,2021-01-30,4
19,2021-02-06,1
19,2021-02-13,1
19,2021-02-20,4
19,2021-02-27,0
19,2021-03-06,0
19,2021-03-13,2
19,2021-03-20,0
19,2021-03-27,10
19,2021-04-03,3
19,2021-04-10,11
19,2021-04-17,4
19,2021-04-24,1
19,2021-05-01,3
19,2021-05-08,1
19,2021-05-15,0
19,2021-05-22,1
19,2021-05-29,1
19,2021-06-05,0
19,2021-06-12,1
19,2021-06-19,0
19,2021-06-26,0
19,2021-07-03,0
19,2021-07-10,0
19,2021-07-17,0
19,2021-07-24,0
19,2021-07-31,0
19,2021-08-07,2
19,2021-08-14,0
19,2021-08-21,3
19,2021-08-28,0
19,2021-09-04,0
19,2021-09-11,1
19,2021-09-18,0
19,2021-09-25,9
19,2021-10-02,0
19,2021-10-09,0
19,2021-10-16,0
19,2021-10-23,0
19,2021-10-30,0
19,2021-11-06,1
19,2021-11-13,1
19,2021-11-20,0
19,2021-11-27,3
19,2021-12-04,0
19,2021-12-11,4
19,2021-12-18,2
19,2021-12-25,5
19,2022-01-01,13
19,2022-01-08,15
19,2022-01-15,11
19,2022-01-22,12
19,2022-01-29,7
19,2022-02-05,17
19,2022-02-12,52
19,2022-02-19,44
19,2022-02-26,62
19,2022-03-05,57
19,2022-03-12,61
19,2022-03-19,43
19,2022-03-26,42
19,2022-04-02,37
19,2022-04-09,21
19,2022-04-16,28
19,2022-04-23,20
19,2022-04-30,15
19,2022-05-07,21
19,2022-05-14,17
19,2022-05-21,10
19,2022-05-28,6
19,2022-06-04,5
19,2022-06-11,10
19,2022-06-18,5
19,2022-06-25,7
19,2022-07-02,4
19,2022-07-09,3
19,2022-07-16,0
19,2022-07-23,1
19,2022-07-30,0
19,2022-08-06,1
19,2022-08-13,2
19,2022-08-20,3
19,2022-08-27,1
19,2022-09-03,3
19,2022-09-10,0
19,2022-09-17,1
19,2022-09-24,7
19,2022-10-01,5
19,2022-10-08,5
19,2022-10-15,7
19,2022-10-22,10
19,2022-10-29,19
19,2022-11-05,16
19,2022-11-12,23
19,2022-11-19,37
19,2022-11-26,139
19,2022-12-03,201
19,2022-12-10,235
19,2022-12-17,358
19,2022-12-24,335
19,2022-12-31,301
20,2021-01-02,16
20,2021-01-09,9
20,2021-01-16,7
20,2021-01-23,2
20,2021-01-30,16
20,2021-02-06,1
20,2021-02-13,3
20,2021-02-20,5
20,2021-02-27,10
20,2021-03-06,5
20,2021-03-13,21
20,2021-03-20,0
20,2021-03-27,2
20,2021-04-03,6
20,2021-04-10,7
20,2021-04-17,7
20,2021-04-24,9
20,2021-05-01,5
20,2021-05-08,9
20,2021-05-15,0
20,2021-05-22,7
20,2021-05-29,0
20,2021-06-05,0
20,2021-06-12,0
20,2021-06-19,0
20,2021-06-26,4
20,2021-07-03,1
20,2021-07-10,0
20,2021-07-17,9
20,2021-07-24,1
20,2021-07-31,4
20,2021-08-07,4
20,2021-08-14,1
20,2021-08-21,1
20,2021-08-28,3
20,2021-09-04,6
20,2021-09-11,0
20,2021-09-18,0
20,2021-09-25,2
20,2021-10-02,5
20,2021-10-09,9
20,2021-10-16,11
20,2021-10-23,11
20,2021-10-30,2
20,2021-11-06,0
20,2021-11-13,8
20,2021-11-20,5
20,2021-11-27,5
20,2021-12-04,4
20,2021-12-11,8
20,2021-12-18,16
20,2021-12-25,22
20,2022-01-01,33
20,2022-01-08,47
20,2022-01-15,34
20,2022-01-22,18
20,2022-01-29,7
20,2022-02-05,11
20,2022-02-12,20
20,2022-02-19,25
20,2022-02-26,38
20,2022-03-05,32
20,2022-03-12,45
20,2022-03-19,32
20,2022-03-26,44
20,2022-04-02,28
20,2022-04-09,34
20,2022-04-16,21
20,2022-04-23,30
20,2022-04-30,20
20,2022-05-07,15
20,2022-05-14,10
20,2022-05-21,8
20,2022-05-28,2
20,2022-06-04,3
20,2022-06-11,3
20,2022-06-18,2
20,2022-06-25,3
20,2022-07-02,4
20,2022-07-09,3
20,2022-07-16,2
20,2022-07-23,3
20,2022-07-30,5
20,2022-08-06,2
20,2022-08-13,2
20,2022-08-20,3
20,2022-08-27,1
20,2022-09-03,3
20,2022-09-10,0
20,2022-09-17,0
20,2022-09-24,1
20,2022-10-01,5
20,2022-10-08,5
20,2022-10-15,7
20,2022-10-22,16
20,2022-10-29,20
20,2022-11-05,37
20,2022-11-12,49
20,2022-11-19,68
20,2022-11-26,187
20,2022-12-03,303
20,2022-12-10,253
20,2022-12-17,223
20,2022-12-24,185
20,2022-12-31,175
21,2021-01-02,9
21,2021-01-09,7
21,2021-01-16,7
21,2021-01-23,9
21,2021-01-30,21
21,2021-02-06,6
21,2021-02-13,7
21,2021-02-20,5
21,2021-02-27,35
21,2021-03-06,19
21,2021-03-13,3
21,2021-03-20,7
21,2021-03-27,6
21,2021-04-03,2
21,2021-04-10,6
21,2021-04-17,3
21,2021-04-24,3
21,2021-05-01,3
21,2021-05-08,2
21,2021-05-15,1
21,2021-05-22,12
21,2021-05-29,5
21,2021-06-05,4
21,2021-06-12,1
21,2021-06-19,1
21,2021-06-26,1
21,2021-07-03,0
21,2021-07-10,5
21,2021-07-17,0
21,2021-07-24,4
21,2021-07-31,5
21,2021-08-07,5
21,2021-08-14,3
21,2021-08-21,9
21,2021-08-28,2
21,2021-09-04,4
21,2021-09-11,3
21,2021-09-18,4
21,2021-09-25,5
21,2021-10-02,2
21,2021-10-09,8
21,2021-10-16,6
21,2021-10-23,2
21,2021-10-30,7
21,2021-11-06,6
21,2021-11-13,7
21,2021-11-20,11
21,2021-11-27,6
21,2021-12-04,5
21,2021-12-11,7
21,2021-12-18,9
21,2021-12-25,11
21,2022-01-01,10
21,2022-01-08,5
21,2022-01-15,19
21,2022-01-22,23
21,2022-01-29,23
21,2022-02-05,15
21,2022-02-12,15
21,2022-02-19,20
21,2022-02-26,28
21,2022-03-05,20
21,2022-03-12,35
21,2022-03-19,43
21,2022-03-26,39
21,2022-04-02,65
21,2022-04-09,88
21,2022-04-16,92
21,2022-04-23,87
21,2022-04-30,90
21,2022-05-07,64
21,2022-05-14,41
21,2022-05-21,45
21,2022-05-28,24
21,2022-06-04,25
21,2022-06-11,25
21,2022-06-18,7
21,2022-06-25,16
21,2022-07-02,4
21,2022-07-09,7
21,2022-07-16,9
21,2022-07-23,3
21,2022-07-30,7
21,2022-08-06,9
21,2022-08-13,6
21,2022-08-20,6
21,2022-08-27,6
21,2022-09-03,6
21,2022-09-10,19
21,2022-09-17,3
21,2022-09-24,11
21,2022-10-01,3
21,2022-10-08,10
21,2022-10-15,23
21,2022-10-22,15
21,2022-10-29,66
21,2022-11-05,139
21,2022-11-12,227
21,2022-11-19,313
21,2022-11-26,603
21,2022-12-03,807
21,2022-12-10,691
21,2022-12-17,418
21,2022-12-24,268
21,2022-12-31,231
22,2021-01-02,5
22,2021-01-09,3
22,2021-01-16,2
22,2021-01-23,8
22,2021-01-30,12
22,2021-02-06,4
22,2021-02-13,5
22,2021-02-20,4
22,2021-02-27,7
22,2021-03-06,8
22,2021-03-13,4
22,2021-03-20,1
22,2021-03-27,5
22,2021-04-03,3
22,2021-04-10,8
22,2021-04-17,1
22,2021-04-24,7
22,2021-05-01,3
22,2021-05-08,3
22,2021-05-15,1
22,2021-05-22,4
22,2021-05-29,7
22,2021-06-05,9
22,2021-06-12,8
22,2021-06-19,10
22,2021-06-26,3
22,2021-07-03,5
22,2021-07-10,10
22,2021-07-17,11
22,2021-07-24,1
22,2021-07-31,16
22,2021-08-07,17
22,2021-08-14,7
22,2021-08-21,0
22,2021-08-28,12
22,2021-09-04,4
22,2021-09-11,2
22,2021-09-18,4
22,2021-09-25,6
22,2021-10-02,8
22,2021-10-09,7
22,2021-10-16,13
22,2021-10-23,7
22,2021-10-30,1
22,2021-11-06,8
22,2021-11-13,6
22,2021-11-20,1
22,2021-11-27,7
22,2021-12-04,18
22,2021-12-11,30
22,2021-12-18,35
22,2021-12-25,44
22,2022-01-01,59
22,2022-01-08,25
22,2022-01-15,11
22,2022-01-22,7
22,2022-01-29,10
22,2022-02-05,24
22,2022-02-12,22
22,2022-02-19,40
22,2022-02-26,36
22,2022-03-05,31
22,2022-03-12,31
22,2022-03-19,50
22,2022-03-26,42
22,2022-04-02,46
22,2022-04-09,28
22,2022-04-16,41
22,2022-04-23,40
22,2022-04-30,19
22,2022-05-07,24
22,2022-05-14,20
22,2022-05-21,17
22,2022-05-28,10
22,2022-06-04,16
22,2022-06-11,21
22,2022-06-18,14
22,2022-06-25,8
22,2022-07-02,4
22,2022-07-09,3
22,2022-07-16,5
22,2022-07-23,15
22,2022-07-30,2
22,2022-08-06,5
22,2022-08-13,7
22,2022-08-20,6
22,2022-08-27,10
22,2022-09-03,6
22,2022-09-10,19
22,2022-09-17,18
22,2022-09-24,23
22,2022-10-01,38
22,2022-10-08,43
22,2022-10-15,82
22,2022-10-22,97
22,2022-10-29,188
22,2022-11-05,170
22,2022-11-12,167
22,2022-11-19,177
22,2022-11-26,240
22,2022-12-03,294
22,2022-12-10,253
22,2022-12-17,146
22,2022-12-24,141
22,2022-12-31,190
23,2021-01-02,0
23,2021-01-09,0
23,2021-01-16,0
23,2021-01-23,0
23,2021-01-30,0
23,2021-02-06,0
23,2021-02-13,2
23,2021-02-20,0
23,2021-02-27,0
23,2021-03-06,2
23,2021-03-13,0
23,2021-03-20,1
23,2021-03-27,0
23,2021-04-03,0
23,2021-04-10,5
23,2021-04-17,0
23,2021-04-24,0
23,2021-05-01,0
23,2021-05-08,1
23,2021-05-15,0
23,2021-05-22,0
23,2021-05-29,0
23,2021-06-05,0
23,2021-06-12,0
23,2021-06-19,0
23,2021-06-26,0
23,2021-07-03,0
23,2021-07-10,0
23,2021-07-17,0
23,2021-07-24,0
23,2021-07-31,0
23,2021-08-07,0
23,2021-08-14,0
23,2021-08-21,0
23,2021-08-28,0
23,2021-09-04,0
23,2021-09-11,0
23,2021-09-18,0
23,2021-09-25,0
23,2021-10-02,0
23,2021-10-09,0
23,2021-10-16,1
23,2021-10-23,0
23,2021-10-30,0
23,2021-11-06,0
23,2021-11-13,0
23,2021-11-20,2
23,2021-11-27,1
23,2021-12-04,5
23,2021-12-11,2
23,2021-12-18,1
23,2021-12-25,1
23,2022-01-01,2
23,2022-01-08,4
23,2022-01-15,0
23,2022-01-22,0
23,2022-01-29,1
23,2022-02-05,3
23,2022-02-12,7
23,2022-02-19,4
23,2022-02-26,2
23,2022-03-05,3
23,2022-03-12,2
23,2022-03-19,1
23,2022-03-26,3
23,2022-04-02,10
23,2022-04-09,11
23,2022-04-16,15
23,2022-04-23,28
23,2022-04-30,23
23,2022-05-07,10
23,2022-05-14,41
23,2022-05-21,31
23,2022-05-28,16
23,2022-06-04,12
23,2022-06-11,15
23,2022-06-18,5
23,2022-06-25,3
23,2022-07-02,3
23,2022-07-09,0
23,2022-07-16,0
23,2022-07-23,2
23,2022-07-30,0
23,2022-08-06,0
23,2022-08-13,2
23,2022-08-20,0
23,2022-08-27,0
23,2022-09-03,0
23,2022-09-10,0
23,2022-09-17,0
23,2022-09-24,0
23,2022-10-01,1
23,2022-10-08,0
23,2022-10-15,0
23,2022-10-22,0
23,2022-10-29,3
23,2022-11-05,3
23,2022-11-12,11
23,2022-11-19,14
23,2022-11-26,34
23,2022-12-03,110
23,2022-12-10,120
23,2022-12-17,196
23,2022-12-24,212
23,2022-12-31,186
24,2021-01-02,14
24,2021-01-09,11
24,2021-01-16,3
24,2021-01-23,4
24,2021-01-30,3
24,2021-02-06,0
24,2021-02-13,12
24,2021-02-20,1
24,2021-02-27,5
24,2021-03-06,2
24,2021-03-13,2
24,2021-03-20,1
24,2021-03-27,0
24,2021-04-03,1
24,2021-04-10,2
24,2021-04-17,1
24,2021-04-24,0
24,2021-05-01,0
24,2021-05-08,6
24,2021-05-15,2
24,2021-05-22,0
24,2021-05-29,0
24,2021-06-05,0
24,2021-06-12,1
24,2021-06-19,2
24,2021-06-26,12
24,2021-07-03,2
24,2021-07-10,0
24,2021-07-17,0
24,2021-07-24,1
24,2021-07-31,1
24,2021-08-07,1
24,2021-08-14,0
24,2021-08-21,1
24,2021-08-28,0
24,2021-09-04,1
24,2021-09-11,1
24,2021-09-18,2
24,2021-09-25,0
24,2021-10-02,2
24,2021-10-09,2
24,2021-10-16,5
24,2021-10-23,6
24,2021-10-30,7
24,2021-11-06,4
24,2021-11-13,8
24,2021-11-20,3
24,2021-11-27,5
24,2021-12-04,9
24,2021-12-11,5
24,2021-12-18,34
24,2021-12-25,31
24,2022-01-01,10
24,2022-01-08,9
24,2022-01-15,17
24,2022-01-22,4
24,2022-01-29,9
24,2022-02-05,11
24,2022-02-12,8
24,2022-02-19,14
24,2022-02-26,17
24,2022-03-05,21
24,2022-03-12,18
24,2022-03-19,30
24,2022-03-26,28
24,2022-04-02,31
24,2022-04-09,57
24,2022-04-16,48
24,2022-04-23,43
24,2022-04-30,57
24,2022-05-07,46
24,2022-05-14,61
24,2022-05-21,46
24,2022-05-28,32
24,2022-06-04,18
24,2022-06-11,20
24,2022-06-18,23
24,2022-06-25,22
24,2022-07-02,13
24,2022-07-09,15
24,2022-07-16,5
24,2022-07-23,5
24,2022-07-30,5
24,2022-08-06,3
24,2022-08-13,5
24,2022-08-20,10
24,2022-08-27,5
24,2022-09-03,1
24,2022-09-10,3
24,2022-09-17,8
24,2022-09-24,3
24,2022-10-01,9
24,2022-10-08,21
24,2022-10-15,25
24,2022-10-22,49
24,2022-10-29,109
24,2022-11-05,165
24,2022-11-12,224
24,2022-11-19,218
24,2022-11-26,332
24,2022-12-03,405
24,2022-12-10,319
24,2022-12-17,278
24,2022-12-24,227
24,2022-12-31,221
25,2021-01-02,7
25,2021-01-09,3
25,2021-01-16,3
25,2021-01-23,3
25,2021-01-30,1
25,2021-02-06,2
25,2021-02-13,1
25,2021-02-20,3
25,2021-02-27,2
25,2021-03-06,2
25,2021-03-13,7
25,2021-03-20,3
25,2021-03-27,0
25,2021-04-03,4
25,2021-04-10,7
25,2021-04-17,0
25,2021-04-24,1
25,2021-05-01,2
25,2021-05-08,1
25,2021-05-15,0
25,2021-05-22,0
25,2021-05-29,0
25,2021-06-05,0
25,2021-06-12,0
25,2021-06-19,0
25,2021-06-26,NA
25,2021-07-03,NA
25,2021-07-10,NA
25,2021-07-17,NA
25,2021-07-24,NA
25,2021-07-31,5
25,2021-08-07,NA
25,2021-08-14,NA
25,2021-08-21,NA
25,2021-08-28,NA
25,2021-09-04,NA
25,2021-09-11,NA
25,2021-09-18,NA
25,2021-09-25,NA
25,2021-10-02,NA
25,2021-10-09,NA
25,2021-10-16,4
25,2021-10-23,NA
25,2021-10-30,5
25,2021-11-06,5
25,2021-11-13,10
25,2021-11-20,10
25,2021-11-27,12
25,2021-12-04,21
25,2021-12-11,25
25,2021-12-18,26
25,2021-12-25,38
25,2022-01-01,63
25,2022-01-08,56
25,2022-01-15,50
25,2022-01-22,55
25,2022-01-29,39
25,2022-02-05,37
25,2022-02-12,37
25,2022-02-19,54
25,2022-02-26,30
25,2022-03-05,14
25,2022-03-12,34
25,2022-03-19,44
25,2022-03-26,44
25,2022-04-02,100
25,2022-04-09,156
25,2022-04-16,166
25,2022-04-23,188
25,2022-04-30,182
25,2022-05-07,184
25,2022-05-14,172
25,2022-05-21,145
25,2022-05-28,86
25,2022-06-04,50
25,2022-06-11,47
25,2022-06-18,13
25,2022-06-25,17
25,2022-07-02,8
25,2022-07-09,15
25,2022-07-16,14
25,2022-07-23,12
25,2022-07-30,5
25,2022-08-06,11
25,2022-08-13,9
25,2022-08-20,3
25,2022-08-27,12
25,2022-09-03,7
25,2022-09-10,4
25,2022-09-17,2
25,2022-09-24,4
25,2022-10-01,4
25,2022-10-08,8
25,2022-10-15,7
25,2022-10-22,8
25,2022-10-29,14
25,2022-11-05,31
25,2022-11-12,43
25,2022-11-19,79
25,2022-11-26,221
25,2022-12-03,446
25,2022-12-10,578
25,2022-12-17,694
25,2022-12-24,769
25,2022-12-31,733
26,2021-01-02,8
26,2021-01-09,3
26,2021-01-16,8
26,2021-01-23,5
26,2021-01-30,4
26,2021-02-06,1
26,2021-02-13,0
26,2021-02-20,2
26,2021-02-27,3
26,2021-03-06,4
26,2021-03-13,1
26,2021-03-20,0
26,2021-03-27,1
26,2021-04-03,1
26,2021-04-10,7
26,2021-04-17,13
26,2021-04-24,11
26,2021-05-01,3
26,2021-05-08,1
26,2021-05-15,3
26,2021-05-22,0
26,2021-05-29,2
26,2021-06-05,1
26,2021-06-12,0
26,2021-06-19,0
26,2021-06-26,0
26,2021-07-03,0
26,2021-07-10,0
26,2021-07-17,1
26,2021-07-24,0
26,2021-07-31,0
26,2021-08-07,3
26,2021-08-14,0
26,2021-08-21,2
26,2021-08-28,3
26,2021-09-04,2
26,2021-09-11,0
26,2021-09-18,0
26,2021-09-25,2
26,2021-10-02,7
26,2021-10-09,4
26,2021-10-16,3
26,2021-10-23,3
26,2021-10-30,0
26,2021-11-06,1
26,2021-11-13,6
26,2021-11-20,6
26,2021-11-27,28
26,2021-12-04,27
26,2021-12-11,58
26,2021-12-18,56
26,2021-12-25,68
26,2022-01-01,102
26,2022-01-08,57
26,2022-01-15,46
26,2022-01-22,31
26,2022-01-29,31
26,2022-02-05,32
26,2022-02-12,40
26,2022-02-19,52
26,2022-02-26,55
26,2022-03-05,82
26,2022-03-12,92
26,2022-03-19,131
26,2022-03-26,125
26,2022-04-02,173
26,2022-04-09,176
26,2022-04-16,139
26,2022-04-23,147
26,2022-04-30,140
26,2022-05-07,174
26,2022-05-14,184
26,2022-05-21,133
26,2022-05-28,89
26,2022-06-04,57
26,2022-06-11,39
26,2022-06-18,19
26,2022-06-25,18
26,2022-07-02,9
26,2022-07-09,12
26,2022-07-16,6
26,2022-07-23,7
26,2022-07-30,4
26,2022-08-06,0
26,2022-08-13,5
26,2022-08-20,0
26,2022-08-27,2
26,2022-09-03,1
26,2022-09-10,10
26,2022-09-17,3
26,2022-09-24,5
26,2022-10-01,4
26,2022-10-08,13
26,2022-10-15,14
26,2022-10-22,17
26,2022-10-29,46
26,2022-11-05,59
26,2022-11-12,90
26,2022-11-19,193
26,2022-11-26,313
26,2022-12-03,485
26,2022-12-10,601
26,2022-12-17,1003
26,2022-12-24,1107
26,2022-12-31,1131
27,2021-01-02,0
27,2021-01-09,1
27,2021-01-16,1
27,2021-01-23,0
27,2021-01-30,12
27,2021-02-06,0
27,2021-02-13,1
27,2021-02-20,5
27,2021-02-27,8
27,2021-03-06,18
27,2021-03-13,7
27,2021-03-20,0
27,2021-03-27,0
27,2021-04-03,0
27,2021-04-10,0
27,2021-04-17,1
27,2021-04-24,0
27,2021-05-01,2
27,2021-05-08,1
27,2021-05-15,0
27,2021-05-22,0
27,2021-05-29,0
27,2021-06-05,0
27,2021-06-12,0
27,2021-06-19,1
27,2021-06-26,0
27,2021-07-03,0
27,2021-07-10,0
27,2021-07-17,0
27,2021-07-24,0
27,2021-07-31,0
27,2021-08-07,0
27,2021-08-14,0
27,2021-08-21,0
27,2021-08-28,2
27,2021-09-04,0
27,2021-09-11,0
27,2021-09-18,3
27,2021-09-25,0
27,2021-10-02,1
27,2021-10-09,1
27,2021-10-16,1
27,2021-10-23,1
27,2021-10-30,3
27,2021-11-06,1
27,2021-11-13,0
27,2021-11-20,2
27,2021-11-27,2
27,2021-12-04,15
27,2021-12-11,28
27,2021-12-18,42
27,2021-12-25,75
27,2022-01-01,112
27,2022-01-08,103
27,2022-01-15,61
27,2022-01-22,43
27,2022-01-29,18
27,2022-02-05,23
27,2022-02-12,19
27,2022-02-19,28
27,2022-02-26,19
27,2022-03-05,31
27,2022-03-12,35
27,2022-03-19,29
27,2022-03-26,37
27,2022-04-02,34
27,2022-04-09,24
27,2022-04-16,28
27,2022-04-23,36
27,2022-04-30,29
27,2022-05-07,30
27,2022-05-14,15
27,2022-05-21,12
27,2022-05-28,14
27,2022-06-04,4
27,2022-06-11,5
27,2022-06-18,9
27,2022-06-25,0
27,2022-07-02,1
27,2022-07-09,2
27,2022-07-16,2
27,2022-07-23,3
27,2022-07-30,3
27,2022-08-06,2
27,2022-08-13,5
27,2022-08-20,1
27,2022-08-27,0
27,2022-09-03,1
27,2022-09-10,1
27,2022-09-17,0
27,2022-09-24,3
27,2022-10-01,2
27,2022-10-08,11
27,2022-10-15,7
27,2022-10-22,11
27,2022-10-29,43
27,2022-11-05,85
27,2022-11-12,182
27,2022-11-19,268
27,2022-11-26,382
27,2022-12-03,447
27,2022-12-10,325
27,2022-12-17,235
27,2022-12-24,168
27,2022-12-31,164
28,2021-01-02,3
28,2021-01-09,37
28,2021-01-16,32
28,2021-01-23,17
28,2021-01-30,10
28,2021-02-06,9
28,2021-02-13,10
28,2021-02-20,17
28,2021-02-27,6
28,2021-03-06,12
28,2021-03-13,19
28,2021-03-20,8
28,2021-03-27,8
28,2021-04-03,7
28,2021-04-10,14
28,2021-04-17,2
28,2021-04-24,10
28,2021-05-01,3
28,2021-05-08,10
28,2021-05-15,12
